Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Postal Code,Product ID,Sales,Quantity,Discount,Profit,Unit Price
5606,CA-2022-134516,20-09-2022,25-09-2022,Standard Class,FM-14215,Corporate,27405,FUR-FU-10001546,17.09,2,0.2,1.07,8.54
5607,CA-2022-134516,20-09-2022,25-09-2022,Standard Class,FM-14215,Corporate,27405,FUR-CH-10002880,98.39,1,0.2,-11.07,98.39
5608,CA-2023-105193,25-03-2023,31-03-2023,Standard Class,JL-15835,Consumer,10024,OFF-AR-10001547,11.05,5,0,2.98,2.21
5609,CA-2021-168634,06-12-2021,11-12-2021,Standard Class,AF-10870,Consumer,94109,OFF-AP-10001626,7.78,2,0,2.02,3.89
5610,CA-2023-117198,31-08-2023,05-09-2023,Standard Class,BG-11035,Consumer,71203,TEC-AC-10003033,659.9,2,0,217.77,329.95
5611,CA-2021-145828,05-10-2021,07-10-2021,First Class,MB-17305,Consumer,45231,TEC-AC-10002323,53.04,3,0.2,-4.64,17.68
5612,CA-2023-121027,18-08-2023,22-08-2023,Standard Class,HW-14935,Corporate,98105,TEC-AC-10002049,843.9,2,0,371.32,421.95
5613,CA-2023-121027,18-08-2023,22-08-2023,Standard Class,HW-14935,Corporate,98105,TEC-AC-10002253,1496.16,9,0,224.42,166.24
5614,CA-2022-147431,02-02-2022,07-02-2022,Standard Class,AB-10105,Consumer,10011,OFF-ST-10003994,117.96,2,0,5.9,58.98
5615,CA-2022-158001,23-08-2022,27-08-2022,Standard Class,JP-15460,Corporate,10035,OFF-AR-10002399,21.3,5,0,8.73,4.26
5616,CA-2022-158001,23-08-2022,27-08-2022,Standard Class,JP-15460,Corporate,10035,OFF-AP-10002118,1040.8,5,0,281.02,208.16
5617,CA-2022-158001,23-08-2022,27-08-2022,Standard Class,JP-15460,Corporate,10035,OFF-AR-10001954,29.34,6,0,7.92,4.89
5618,CA-2023-125745,30-06-2023,04-07-2023,Standard Class,DV-13045,Corporate,38109,FUR-FU-10001591,19.52,2,0.2,5.37,9.76
5619,CA-2021-101154,18-09-2021,21-09-2021,First Class,CM-12190,Consumer,92105,OFF-ST-10004186,443.92,4,0,8.88,110.98
5620,US-2022-124163,25-09-2022,30-09-2022,Standard Class,SC-20695,Corporate,54601,TEC-AC-10001908,499.95,5,0,174.98,99.99
5621,US-2022-124163,25-09-2022,30-09-2022,Standard Class,SC-20695,Corporate,54601,OFF-AR-10000817,3.04,1,0,1.03,3.04
5622,US-2022-124163,25-09-2022,30-09-2022,Standard Class,SC-20695,Corporate,54601,FUR-CH-10004218,201.96,2,0,50.49,100.98
5623,US-2022-124163,25-09-2022,30-09-2022,Standard Class,SC-20695,Corporate,54601,FUR-FU-10000755,68.64,11,0,17.16,6.24
5624,CA-2022-121748,24-10-2022,28-10-2022,Second Class,VW-21775,Corporate,90032,TEC-AC-10003063,100,4,0,21,25
5625,CA-2022-121748,24-10-2022,28-10-2022,Second Class,VW-21775,Corporate,90032,TEC-AC-10002637,359.98,2,0,21.6,179.99
5626,CA-2020-126683,29-09-2020,01-10-2020,Second Class,PP-18955,Home Office,98115,FUR-FU-10001706,6.16,2,0,2.96,3.08
5627,CA-2020-126683,29-09-2020,01-10-2020,Second Class,PP-18955,Home Office,98115,FUR-TA-10002958,2348.82,9,0,399.3,260.98
5628,CA-2023-148810,26-06-2023,01-07-2023,Standard Class,DR-12880,Corporate,33180,OFF-LA-10004689,13.87,6,0.2,4.68,2.31
5629,CA-2023-148810,26-06-2023,01-07-2023,Standard Class,DR-12880,Corporate,33180,FUR-CH-10001545,273.55,3,0.2,-13.68,91.18
5630,US-2022-146066,21-08-2022,23-08-2022,Second Class,RB-19465,Home Office,19143,FUR-TA-10002530,815.29,9,0.4,-339.71,90.59
5631,CA-2020-127614,11-02-2020,15-02-2020,Standard Class,NF-18385,Consumer,23320,TEC-AC-10001432,234.45,3,0,103.16,78.15
5632,CA-2020-127614,11-02-2020,15-02-2020,Standard Class,NF-18385,Consumer,23320,FUR-TA-10003715,1256.22,6,0,75.37,209.37
5633,CA-2020-127614,11-02-2020,15-02-2020,Standard Class,NF-18385,Consumer,23320,OFF-BI-10003291,17.46,2,0,8.21,8.73
5634,CA-2022-101742,23-09-2022,28-09-2022,Second Class,CR-12580,Home Office,10009,OFF-BI-10004187,10.53,7,0.2,3.68,1.5
5635,CA-2021-134943,05-12-2021,06-12-2021,First Class,SU-20665,Home Office,48104,OFF-BI-10000666,152.8,5,0,76.4,30.56
5636,CA-2023-123022,03-09-2023,08-09-2023,Standard Class,SC-20050,Home Office,91941,OFF-BI-10002225,82.56,5,0.2,28.9,16.51
5637,CA-2023-123022,03-09-2023,08-09-2023,Standard Class,SC-20050,Home Office,91941,TEC-AC-10000474,284.97,3,0,85.49,94.99
5638,CA-2023-113208,26-03-2023,02-04-2023,Standard Class,ML-18040,Corporate,48126,FUR-FU-10004245,60.84,3,0,23.12,20.28
5639,CA-2020-154893,21-12-2020,27-12-2020,Standard Class,GM-14440,Consumer,92024,FUR-CH-10004287,1325.76,6,0.2,149.15,220.96
5640,CA-2020-154893,21-12-2020,27-12-2020,Standard Class,GM-14440,Consumer,92024,FUR-CH-10000595,572.16,3,0.2,35.76,190.72
5641,CA-2020-147900,23-09-2020,28-09-2020,Standard Class,JK-15640,Home Office,44107,OFF-PA-10003063,28.8,9,0.2,10.08,3.2
5642,CA-2023-106355,02-04-2023,05-04-2023,First Class,AT-10435,Home Office,6450,OFF-AR-10000246,11.12,4,0,2.89,2.78
5643,CA-2022-127985,01-04-2022,05-04-2022,Second Class,DB-12910,Home Office,31907,FUR-FU-10003274,7.04,4,0,3.1,1.76
5644,CA-2021-166604,15-05-2021,20-05-2021,Second Class,AH-10690,Corporate,30076,OFF-EN-10004147,17.94,3,0,8.79,5.98
5645,CA-2023-120719,23-03-2023,26-03-2023,First Class,SJ-20125,Home Office,98105,OFF-BI-10002103,34.76,5,0.2,11.3,6.95
5646,CA-2023-127117,14-04-2023,19-04-2023,Standard Class,HM-14860,Corporate,7960,FUR-FU-10004018,74.45,5,0,20.1,14.89
5647,CA-2021-104241,04-01-2021,09-01-2021,Standard Class,AG-10495,Corporate,22304,FUR-FU-10001473,192.22,14,0,69.2,13.73
5648,CA-2023-168179,02-11-2023,07-11-2023,Standard Class,JB-16000,Consumer,84106,OFF-PA-10001800,19.44,3,0,9.33,6.48
5649,CA-2023-142342,17-07-2023,19-07-2023,Second Class,AJ-10795,Corporate,92307,OFF-PA-10004609,32.4,5,0,15.55,6.48
5650,CA-2023-142342,17-07-2023,19-07-2023,Second Class,AJ-10795,Corporate,92307,OFF-EN-10002592,57.9,5,0,28.95,11.58
5651,CA-2023-142342,17-07-2023,19-07-2023,Second Class,AJ-10795,Corporate,92307,OFF-ST-10002957,10.56,2,0,0,5.28
5652,CA-2023-142342,17-07-2023,19-07-2023,Second Class,AJ-10795,Corporate,92307,FUR-BO-10002613,1194.17,5,0.15,210.74,238.83
5653,CA-2023-109099,06-10-2023,11-10-2023,Standard Class,MM-18280,Corporate,10009,OFF-PA-10001033,40.99,1,0,20.09,40.99
5654,US-2020-134187,04-11-2020,11-11-2020,Standard Class,TH-21235,Corporate,90805,OFF-AR-10000940,2.94,1,0,0.79,2.94
5655,CA-2022-145261,18-12-2022,21-12-2022,First Class,AH-10120,Home Office,97301,OFF-BI-10001670,45.24,4,0.7,-30.16,11.31
5656,CA-2022-145261,18-12-2022,21-12-2022,First Class,AH-10120,Home Office,97301,OFF-AR-10004078,18.69,4,0.2,2.34,4.67
5657,CA-2022-145261,18-12-2022,21-12-2022,First Class,AH-10120,Home Office,97301,OFF-PA-10003036,11.65,2,0.2,3.79,5.82
5658,CA-2022-145261,18-12-2022,21-12-2022,First Class,AH-10120,Home Office,97301,TEC-AC-10000991,112.78,3,0.2,-8.46,37.59
5659,CA-2022-145261,18-12-2022,21-12-2022,First Class,AH-10120,Home Office,97301,FUR-TA-10002530,377.45,5,0.5,-264.22,75.49
5660,CA-2022-145261,18-12-2022,21-12-2022,First Class,AH-10120,Home Office,97301,OFF-LA-10000407,15.94,4,0.2,5.18,3.98
5661,CA-2022-145261,18-12-2022,21-12-2022,First Class,AH-10120,Home Office,97301,TEC-PH-10004833,28.68,3,0.2,-7.17,9.56
5662,CA-2022-108875,24-09-2022,01-10-2022,Standard Class,CL-12700,Home Office,80013,FUR-FU-10002671,21.44,2,0.2,7.5,10.72
5663,CA-2022-108875,24-09-2022,01-10-2022,Standard Class,CL-12700,Home Office,80013,OFF-ST-10001370,511.06,9,0.2,-95.82,56.78
5664,CA-2022-141957,21-07-2022,21-07-2022,Same Day,JG-15310,Corporate,43055,OFF-AR-10000914,18.66,2,0.2,1.4,9.33
5665,CA-2022-141957,21-07-2022,21-07-2022,Same Day,JG-15310,Corporate,43055,OFF-BI-10001116,11.09,7,0.7,-8.13,1.58
5666,CA-2022-141957,21-07-2022,21-07-2022,Same Day,JG-15310,Corporate,43055,OFF-ST-10002276,66.69,1,0.2,4.17,66.69
5667,CA-2022-141957,21-07-2022,21-07-2022,Same Day,JG-15310,Corporate,43055,OFF-ST-10004340,99.49,2,0.2,8.71,49.74
5668,CA-2022-142405,11-06-2022,15-06-2022,Standard Class,SE-20110,Consumer,98103,OFF-LA-10004093,14.62,2,0,6.87,7.31
5669,CA-2022-142405,11-06-2022,15-06-2022,Standard Class,SE-20110,Consumer,98103,OFF-BI-10004728,53.98,14,0.2,17.54,3.86
5670,CA-2022-142405,11-06-2022,15-06-2022,Standard Class,SE-20110,Consumer,98103,TEC-AC-10003095,389.97,3,0,132.59,129.99
5671,CA-2021-141012,09-06-2021,11-06-2021,Second Class,TG-21640,Consumer,83201,FUR-FU-10003192,355.36,4,0,92.39,88.84
5672,CA-2021-141012,09-06-2021,11-06-2021,Second Class,TG-21640,Consumer,83201,TEC-PH-10004522,140.38,3,0.2,8.77,46.79
5673,CA-2023-127922,27-10-2023,03-11-2023,Standard Class,SH-19975,Corporate,75081,OFF-EN-10003068,15.84,2,0.2,5.54,7.92
5674,CA-2023-127922,27-10-2023,03-11-2023,Standard Class,SH-19975,Corporate,75081,OFF-PA-10001204,8.45,2,0.2,2.64,4.22
5675,CA-2022-146318,22-01-2022,27-01-2022,Standard Class,MC-17275,Consumer,98105,OFF-PA-10003953,12.96,2,0,6.22,6.48
5676,CA-2020-135993,28-05-2020,02-06-2020,Standard Class,PJ-18835,Corporate,98115,TEC-PH-10001552,57.41,6,0.2,5.74,9.57
5677,CA-2020-135993,28-05-2020,02-06-2020,Standard Class,PJ-18835,Corporate,98115,TEC-AC-10004877,27.6,4,0,2.21,6.9
5678,CA-2020-126802,29-12-2020,05-01-2021,Standard Class,ZC-21910,Consumer,60610,FUR-FU-10000193,38.98,3,0.6,-50.67,12.99
5679,CA-2022-143924,28-07-2022,03-08-2022,Standard Class,SC-20680,Home Office,49423,OFF-FA-10000735,20.44,7,0,9.2,2.92
5680,CA-2022-143924,28-07-2022,03-08-2022,Standard Class,SC-20680,Home Office,49423,OFF-PA-10002120,109.92,2,0,53.86,54.96
5681,CA-2022-141551,24-09-2022,30-09-2022,Standard Class,BP-11230,Consumer,74012,OFF-BI-10001249,6.38,1,0,2.93,6.38
5682,CA-2022-141551,24-09-2022,30-09-2022,Standard Class,BP-11230,Consumer,74012,OFF-PA-10001569,6.48,1,0,3.11,6.48
5683,CA-2020-164315,02-04-2020,08-04-2020,Standard Class,RD-19585,Consumer,30605,OFF-PA-10004248,15.84,3,0,7.13,5.28
5684,CA-2020-164315,02-04-2020,08-04-2020,Standard Class,RD-19585,Consumer,30605,TEC-PH-10001128,1049.93,7,0,293.98,149.99
5685,CA-2020-164315,02-04-2020,08-04-2020,Standard Class,RD-19585,Consumer,30605,OFF-AP-10003842,154.9,5,0,40.27,30.98
5686,CA-2021-131072,05-11-2021,05-11-2021,Same Day,KL-16645,Consumer,98105,OFF-BI-10002794,98.35,3,0.2,35.65,32.78
5687,CA-2020-131541,28-07-2020,28-07-2020,Same Day,CK-12205,Consumer,32712,OFF-FA-10000621,14.32,5,0.2,5.19,2.86
5688,CA-2020-131541,28-07-2020,28-07-2020,Same Day,CK-12205,Consumer,32712,FUR-FU-10003623,129.89,6,0.2,12.99,21.65
5689,CA-2020-131541,28-07-2020,28-07-2020,Same Day,CK-12205,Consumer,32712,OFF-EN-10000781,48.94,7,0.2,16.52,6.99
5690,CA-2021-119550,26-12-2021,31-12-2021,Standard Class,RB-19705,Home Office,77070,FUR-CH-10002044,275.06,3,0.3,-90.38,91.69
5691,US-2021-138093,10-12-2021,16-12-2021,Standard Class,KM-16225,Corporate,21215,OFF-AR-10000817,27.36,9,0,9.3,3.04
5692,US-2021-138093,10-12-2021,16-12-2021,Standard Class,KM-16225,Corporate,21215,OFF-PA-10001509,44.75,5,0,20.59,8.95
5693,US-2021-138093,10-12-2021,16-12-2021,Standard Class,KM-16225,Corporate,21215,TEC-PH-10004667,134.99,1,0,36.45,134.99
5694,US-2021-138093,10-12-2021,16-12-2021,Standard Class,KM-16225,Corporate,21215,OFF-PA-10000143,26.4,5,0,12.67,5.28
5695,US-2021-138093,10-12-2021,16-12-2021,Standard Class,KM-16225,Corporate,21215,FUR-CH-10000785,542.94,3,0,141.16,180.98
5696,CA-2022-126165,05-05-2022,07-05-2022,Second Class,AH-10465,Consumer,94109,FUR-TA-10001676,71.09,2,0.2,-1.78,35.54
5697,CA-2023-126123,14-10-2023,18-10-2023,Standard Class,AG-10765,Home Office,60623,OFF-BI-10000309,27.4,9,0.8,-42.46,3.04
5698,CA-2023-126123,14-10-2023,18-10-2023,Standard Class,AG-10765,Home Office,60623,OFF-BI-10004224,13.46,1,0.8,-23.55,13.46
5699,CA-2022-143441,05-11-2022,05-11-2022,Same Day,EB-14170,Consumer,78041,OFF-LA-10002312,11.84,1,0.2,4.44,11.84
5700,CA-2023-148320,03-11-2023,08-11-2023,Standard Class,PG-18895,Consumer,94109,OFF-PA-10003022,35.88,6,0,17.58,5.98
5701,CA-2022-125661,24-11-2022,26-11-2022,First Class,CA-12055,Home Office,44105,OFF-EN-10001532,40.75,3,0.2,15.28,13.58
5702,CA-2022-125661,24-11-2022,26-11-2022,First Class,CA-12055,Home Office,44105,TEC-AC-10004855,139.96,5,0.2,-22.74,27.99
5703,US-2020-123519,14-12-2020,21-12-2020,Standard Class,SS-20875,Consumer,43302,OFF-AR-10003829,2.62,1,0.2,0.3,2.62
5704,US-2020-123519,14-12-2020,21-12-2020,Standard Class,SS-20875,Consumer,43302,FUR-TA-10002645,136.53,1,0.4,-52.34,136.53
5705,US-2020-123519,14-12-2020,21-12-2020,Standard Class,SS-20875,Consumer,43302,TEC-AC-10003033,263.96,1,0.2,42.89,263.96
5706,CA-2020-155593,03-11-2020,08-11-2020,Standard Class,RP-19390,Consumer,6824,OFF-SU-10002522,11.64,3,0,3.38,3.88
5707,CA-2023-136000,22-09-2023,25-09-2023,Second Class,SC-20440,Corporate,10009,OFF-BI-10004828,40.18,3,0.2,14.56,13.39
5708,US-2021-160857,08-05-2021,15-05-2021,Standard Class,NW-18400,Consumer,10024,FUR-FU-10001095,79.44,3,0,30.19,26.48
5709,US-2021-160857,08-05-2021,15-05-2021,Standard Class,NW-18400,Consumer,10024,OFF-SU-10000157,357.93,3,0,7.16,119.31
5710,US-2021-160857,08-05-2021,15-05-2021,Standard Class,NW-18400,Consumer,10024,FUR-CH-10002647,127.76,2,0.1,21.29,63.88
5711,US-2021-160857,08-05-2021,15-05-2021,Standard Class,NW-18400,Consumer,10024,TEC-CO-10004115,2799.94,7,0.2,1014.98,399.99
5712,US-2021-160857,08-05-2021,15-05-2021,Standard Class,NW-18400,Consumer,10024,OFF-PA-10003363,19.44,3,0,9.33,6.48
5713,CA-2023-115805,31-07-2023,31-07-2023,Same Day,KW-16435,Consumer,60653,TEC-PH-10003092,36.79,1,0.2,4.14,36.79
5714,US-2020-143707,01-03-2020,05-03-2020,Standard Class,HR-14770,Home Office,10035,TEC-PH-10003655,5.94,3,0,1.6,1.98
5715,CA-2023-116939,25-09-2023,29-09-2023,Standard Class,AG-10900,Consumer,23223,OFF-ST-10001476,177.55,5,0,47.94,35.51
5716,CA-2021-124107,09-10-2021,12-10-2021,Second Class,BM-11650,Corporate,48104,TEC-AC-10002049,619.95,5,0,111.59,123.99
5717,CA-2021-124107,09-10-2021,12-10-2021,Second Class,BM-11650,Corporate,48104,TEC-PH-10003875,29.16,3,0,8.46,9.72
5718,CA-2021-124107,09-10-2021,12-10-2021,Second Class,BM-11650,Corporate,48104,OFF-EN-10003286,57.96,7,0,27.24,8.28
5719,CA-2021-124107,09-10-2021,12-10-2021,Second Class,BM-11650,Corporate,48104,OFF-AP-10003971,29.4,3,0.1,5.23,9.8
5720,CA-2023-126550,29-03-2023,02-04-2023,Second Class,RD-19720,Consumer,47905,OFF-ST-10001031,81.4,5,0,21.16,16.28
5721,CA-2021-138674,14-11-2021,17-11-2021,First Class,KB-16585,Corporate,97477,OFF-FA-10000304,8.72,5,0.2,2.29,1.74
5722,CA-2021-138674,14-11-2021,17-11-2021,First Class,KB-16585,Corporate,97477,TEC-AC-10000358,91.18,3,0.2,4.56,30.39
5723,CA-2021-138674,14-11-2021,17-11-2021,First Class,KB-16585,Corporate,97477,TEC-AC-10002800,159.97,4,0.2,29.99,39.99
5724,CA-2022-165820,26-09-2022,30-09-2022,Standard Class,DW-13585,Corporate,94109,OFF-PA-10004735,12.96,2,0,6.22,6.48
5725,CA-2020-103191,22-09-2020,27-09-2020,Standard Class,VG-21805,Corporate,60653,OFF-ST-10002574,331.54,3,0.2,-82.88,110.51
5726,CA-2021-103933,25-09-2021,27-09-2021,First Class,DR-12880,Corporate,10011,TEC-AC-10004171,899.91,9,0,395.96,99.99
5727,CA-2021-110548,04-05-2021,08-05-2021,Standard Class,AH-10690,Corporate,77095,TEC-PH-10002922,946.34,7,0.2,118.29,135.19
5728,CA-2023-117324,08-12-2023,13-12-2023,Standard Class,JP-15520,Consumer,53711,TEC-AC-10003023,178.11,3,0,32.06,59.37
5729,CA-2023-117324,08-12-2023,13-12-2023,Standard Class,JP-15520,Consumer,53711,OFF-AP-10003590,1089.75,3,0,305.13,363.25
5730,CA-2023-117324,08-12-2023,13-12-2023,Standard Class,JP-15520,Consumer,53711,OFF-LA-10003510,61.06,2,0,28.09,30.53
5731,CA-2023-117324,08-12-2023,13-12-2023,Standard Class,JP-15520,Consumer,53711,FUR-BO-10003159,459.92,4,0,41.39,114.98
5732,CA-2023-117324,08-12-2023,13-12-2023,Standard Class,JP-15520,Consumer,53711,OFF-PA-10002713,27.52,4,0,12.66,6.88
5733,CA-2023-143574,29-06-2023,02-07-2023,First Class,DR-12880,Corporate,6460,FUR-BO-10002598,638.82,9,0,185.26,70.98
5734,CA-2023-143574,29-06-2023,02-07-2023,First Class,DR-12880,Corporate,6460,OFF-SU-10002537,30.69,3,0,7.98,10.23
5735,CA-2023-143574,29-06-2023,02-07-2023,First Class,DR-12880,Corporate,6460,FUR-FU-10003976,25.16,2,0,8.55,12.58
5736,CA-2020-111773,29-06-2020,03-07-2020,Standard Class,JK-15625,Consumer,10024,OFF-BI-10000174,13.92,3,0.2,4.87,4.64
5737,CA-2020-148614,20-01-2020,25-01-2020,Standard Class,MV-17485,Consumer,90049,OFF-PA-10002893,19.36,2,0,9.29,9.68
5738,CA-2020-148614,20-01-2020,25-01-2020,Standard Class,MV-17485,Consumer,90049,FUR-FU-10003194,19.3,2,0,5.79,9.65
5739,CA-2022-156139,31-12-2022,06-01-2023,Standard Class,BP-11155,Consumer,94109,OFF-BI-10004233,38.38,3,0.2,13.43,12.79
5740,US-2023-147886,28-03-2023,31-03-2023,First Class,DH-13075,Corporate,94533,OFF-PA-10000232,12.96,2,0,6.35,6.48
5741,US-2023-147886,28-03-2023,31-03-2023,First Class,DH-13075,Corporate,94533,FUR-FU-10001095,26.48,1,0,10.06,26.48
5742,US-2023-147886,28-03-2023,31-03-2023,First Class,DH-13075,Corporate,94533,TEC-MA-10004679,532.72,2,0.2,53.27,266.36
5743,US-2023-147886,28-03-2023,31-03-2023,First Class,DH-13075,Corporate,94533,OFF-PA-10003651,26.72,4,0,12.83,6.68
5744,US-2023-147886,28-03-2023,31-03-2023,First Class,DH-13075,Corporate,94533,OFF-PA-10000743,20.04,3,0,9.62,6.68
5745,US-2023-147886,28-03-2023,31-03-2023,First Class,DH-13075,Corporate,94533,OFF-ST-10002743,795.48,7,0,7.95,113.64
5746,US-2023-147886,28-03-2023,31-03-2023,First Class,DH-13075,Corporate,94533,FUR-FU-10003829,21.56,7,0,6.9,3.08
5747,CA-2022-113733,08-12-2022,12-12-2022,Standard Class,LH-16900,Consumer,27834,TEC-PH-10002496,249.58,2,0.2,31.2,124.79
5748,CA-2022-113733,08-12-2022,12-12-2022,Standard Class,LH-16900,Consumer,27834,TEC-AC-10002473,68.11,3,0.2,17.88,22.7
5749,CA-2022-113733,08-12-2022,12-12-2022,Standard Class,LH-16900,Consumer,27834,TEC-AC-10004877,16.56,3,0.2,-2.48,5.52
5750,CA-2023-104913,18-11-2023,22-11-2023,Standard Class,DK-13090,Consumer,11561,TEC-PH-10000923,74.95,5,0,36.73,14.99
5751,CA-2020-145800,30-05-2020,05-06-2020,Standard Class,SS-20410,Consumer,60089,FUR-TA-10001539,355.46,3,0.5,-184.84,118.49
5752,CA-2022-125850,22-01-2022,28-01-2022,Standard Class,FP-14320,Consumer,92037,OFF-LA-10003498,44.4,3,0,22.2,14.8
5753,CA-2022-125850,22-01-2022,28-01-2022,Standard Class,FP-14320,Consumer,92037,OFF-LA-10004484,20.65,5,0,9.5,4.13
5754,CA-2022-118514,03-02-2022,10-02-2022,Standard Class,LC-17050,Consumer,40475,FUR-CH-10000015,866.4,4,0,225.26,216.6
5755,CA-2021-150749,29-03-2021,03-04-2021,Second Class,AS-10240,Consumer,22153,OFF-AR-10003732,5.56,2,0,1.45,2.78
5756,CA-2020-163748,14-10-2020,18-10-2020,Standard Class,HG-15025,Consumer,76106,OFF-AP-10004052,3.16,4,0.8,-8.53,0.79
5757,CA-2020-163748,14-10-2020,18-10-2020,Standard Class,HG-15025,Consumer,76106,TEC-CO-10002095,1999.96,5,0.2,624.99,399.99
5758,CA-2021-119634,11-08-2021,16-08-2021,Standard Class,BW-11065,Consumer,27604,FUR-FU-10004270,46.15,3,0.2,12.11,15.38
5759,CA-2021-149300,22-11-2021,23-11-2021,First Class,BH-11710,Consumer,33012,TEC-MA-10000423,32.99,3,0.5,-1.98,11
5760,US-2022-111528,30-12-2022,30-12-2022,Same Day,JP-16135,Home Office,90032,OFF-ST-10001526,481.32,4,0,125.14,120.33
5761,US-2022-111528,30-12-2022,30-12-2022,Same Day,JP-16135,Home Office,90032,OFF-BI-10002194,6.38,1,0.2,2.15,6.38
5762,CA-2023-158169,12-08-2023,15-08-2023,First Class,JM-16195,Consumer,92630,OFF-AP-10000828,542.94,3,0,152.02,180.98
5763,CA-2023-158169,12-08-2023,15-08-2023,First Class,JM-16195,Consumer,92630,FUR-FU-10001473,54.92,4,0,19.77,13.73
5764,CA-2021-162047,03-11-2021,05-11-2021,First Class,FH-14365,Corporate,11561,FUR-CH-10004983,1448.82,10,0.1,209.27,144.88
5765,CA-2021-117772,10-09-2021,12-09-2021,Second Class,MC-17575,Consumer,98103,OFF-ST-10003994,353.88,6,0,17.69,58.98
5766,US-2020-126340,08-11-2020,14-11-2020,Standard Class,EB-13870,Consumer,96003,TEC-PH-10004447,333.58,3,0.2,25.02,111.19
5767,CA-2022-149685,08-10-2022,15-10-2022,Standard Class,PM-19135,Home Office,78207,OFF-LA-10004545,60.14,6,0.2,20.3,10.02
5768,CA-2023-126396,08-09-2023,12-09-2023,Second Class,AR-10345,Corporate,77070,TEC-AC-10003116,85.2,6,0.2,20.24,14.2
5769,CA-2021-154900,25-02-2021,01-03-2021,Standard Class,SS-20875,Consumer,1453,OFF-LA-10001641,3.15,1,0,1.51,3.15
5770,CA-2021-154900,25-02-2021,01-03-2021,Standard Class,SS-20875,Consumer,1453,OFF-PA-10002377,22.72,4,0,10.22,5.68
5771,CA-2021-103835,24-09-2021,28-09-2021,Standard Class,SC-20440,Corporate,90032,FUR-FU-10000010,14.91,3,0,4.62,4.97
5772,CA-2021-103835,24-09-2021,28-09-2021,Standard Class,SC-20440,Corporate,90032,OFF-AP-10002651,1158.12,4,0,335.85,289.53
5773,CA-2021-158939,26-11-2021,01-12-2021,Standard Class,EA-14035,Corporate,65807,TEC-CO-10002313,599.99,1,0,234,599.99
5774,CA-2022-117408,31-08-2022,06-09-2022,Standard Class,TP-21130,Consumer,76706,OFF-ST-10001580,23.97,2,0.2,2.4,11.98
5775,CA-2022-142398,12-04-2022,16-04-2022,Standard Class,BP-11290,Consumer,90036,FUR-CH-10001545,638.29,7,0.2,-31.91,91.18
5776,CA-2022-142398,12-04-2022,16-04-2022,Standard Class,BP-11290,Consumer,90036,OFF-BI-10004826,13.21,1,0.2,4.62,13.21
5777,CA-2022-105277,04-12-2022,08-12-2022,Standard Class,LM-17065,Consumer,13021,OFF-BI-10000301,15.53,3,0.2,5.82,5.18
5778,CA-2022-112060,04-12-2022,09-12-2022,Standard Class,KT-16465,Consumer,94109,OFF-PA-10000994,104.85,1,0,50.33,104.85
5779,CA-2020-105270,11-11-2020,18-11-2020,Standard Class,AP-10915,Consumer,90008,OFF-AR-10003156,30.48,3,0,7.92,10.16
5780,CA-2020-105270,11-11-2020,18-11-2020,Standard Class,AP-10915,Consumer,90008,FUR-CH-10000988,112.65,1,0.2,11.26,112.65
5781,US-2021-159513,02-04-2021,09-04-2021,Standard Class,JD-15790,Consumer,90049,TEC-MA-10003329,71.98,3,0.2,24.29,23.99
5782,CA-2021-155586,12-12-2021,16-12-2021,Second Class,XP-21865,Consumer,95928,OFF-AR-10001547,2.21,1,0,0.6,2.21
5783,CA-2021-155586,12-12-2021,16-12-2021,Second Class,XP-21865,Consumer,95928,OFF-EN-10003072,15.52,4,0,7.45,3.88
5784,CA-2021-155586,12-12-2021,16-12-2021,Second Class,XP-21865,Consumer,95928,OFF-PA-10000726,36.44,4,0,16.4,9.11
5785,CA-2023-141117,02-10-2023,08-10-2023,Standard Class,JK-16090,Consumer,97477,FUR-BO-10001972,217.76,6,0.7,-384.72,36.29
5786,CA-2023-141117,02-10-2023,08-10-2023,Standard Class,JK-16090,Consumer,97477,OFF-SU-10004664,39.07,6,0.2,4.4,6.51
5787,CA-2023-141117,02-10-2023,08-10-2023,Standard Class,JK-16090,Consumer,97477,OFF-BI-10003676,22.64,7,0.7,-16.6,3.23
5788,CA-2023-141117,02-10-2023,08-10-2023,Standard Class,JK-16090,Consumer,97477,OFF-AR-10003727,95.14,7,0.2,10.7,13.59
5789,CA-2023-115070,10-04-2023,14-04-2023,Second Class,MG-18205,Corporate,32216,FUR-FU-10003829,12.32,5,0.2,1.85,2.46
5790,CA-2023-115070,10-04-2023,14-04-2023,Second Class,MG-18205,Corporate,32216,OFF-BI-10003712,4.42,3,0.7,-3.09,1.47
5791,CA-2023-140186,29-09-2023,02-10-2023,First Class,PG-18820,Consumer,93309,OFF-FA-10002280,35,7,0,16.8,5
5792,CA-2023-140186,29-09-2023,02-10-2023,First Class,PG-18820,Consumer,93309,FUR-CH-10002961,72.78,1,0.2,0,72.78
5793,CA-2023-140186,29-09-2023,02-10-2023,First Class,PG-18820,Consumer,93309,OFF-AP-10002578,97.84,2,0,25.44,48.92
5794,CA-2023-140186,29-09-2023,02-10-2023,First Class,PG-18820,Consumer,93309,FUR-FU-10004848,51.75,1,0,15.53,51.75
5795,CA-2023-140186,29-09-2023,02-10-2023,First Class,PG-18820,Consumer,93309,OFF-BI-10003364,46.67,2,0.2,16.34,23.34
